176 	1	 	95
5.00 	309.4427162 	1
5.40 	302.2825558 	1
5.80 	292.8307492 	1
6.20 	280.2594207 	1
6.60 	264.4442574 	1
7.00 	247.0995184 	1
7.40 	231.1715185 	1
7.80 	218.4215804 	1
8.20 	208.8569271 	1
8.60 	201.7923264 	1
9.00 	196.5443859 	1
9.40 	192.5990841 	1
9.80 	189.5968310 	1
10.20 	187.2887013 	1
10.60 	185.5005207 	1
11.00 	184.1082542 	1
11.40 	183.0218756 	1
11.80 	182.1748345 	1
12.20 	181.5170977 	1
12.60 	181.0104733 	1
13.00 	180.6254100 	1
13.40 	180.3387642 	1
13.80 	180.1322152 	1
14.20 	179.9911215 	1
14.60 	179.9036822 	1
15.00 	179.8603148 	1
15.40 	179.8531853 	1
15.80 	179.8758516 	1
16.20 	179.9229880 	1
16.60 	179.9901714 	1
17.00 	180.0737132 	1
17.40 	180.1705261 	1
17.80 	180.2780182 	1
18.20 	180.3940075 	1
18.60 	180.5166531 	1
19.00 	180.6443988 	1
19.40 	180.7759273 	1
19.80 	180.9101220 	1
20.20 	181.0460359 	1
20.60 	181.1828657 	1
21.00 	181.3199296 	1
21.40 	181.4566493 	1
21.80 	181.5925350 	1
22.20 	181.7271716 	1
22.60 	181.8602086 	1
23.00 	181.9913502 	1
23.40 	182.1203474 	1
23.80 	182.2469912 	1
24.20 	182.3711068 	1
24.60 	182.4925484 	1
25.00 	182.6111950 	1
25.40 	182.7269461 	1
25.80 	182.8397190 	1
26.20 	182.9494453 	1
26.60 	183.0560686 	1
27.00 	183.1595421 	1
27.40 	183.2598265 	1
27.80 	183.3568881 	1
28.20 	183.4506970 	1
28.60 	183.5412253 	1
29.00 	183.6284461 	1
29.40 	183.7123312 	1
29.80 	183.7928499 	1
30.20 	183.8699677 	1
30.60 	183.9436442 	1
31.00 	184.0138319 	1
31.40 	184.0804738 	1
31.80 	184.1435017 	1
32.20 	184.2028339 	1
32.60 	184.2583724 	1
33.00 	184.3100001 	1
33.40 	184.3575771 	1
33.80 	184.4009368 	1
34.20 	184.4398813 	1
34.60 	184.4741753 	1
35.00 	184.5035400 	1
35.40 	184.5276450 	1
35.80 	184.5460991 	1
36.20 	184.5584397 	1
36.60 	184.5641200 	1
37.00 	184.5624948 	1
37.40 	184.5528049 	1
37.80 	184.5341592 	1
38.20 	184.5055175 	1
38.60 	184.4656750 	1
39.00 	184.4132501 	1
39.40 	184.3466833 	1
39.80 	184.2642503 	1
40.20 	184.1641001 	1
40.60 	184.0443249 	1
41.00 	183.9030681 	1
41.40 	183.7386683 	1
41.80 	183.5498276 	1
42.20 	183.3357757 	1
42.60 	183.0963951 	1
43.00 	188.9725752 	1
43.40 	188.7630826 	1
43.80 	188.5800909 	1
44.20 	188.4212148 	1
44.60 	188.2839145 	1
45.00 	188.1656494 	1
45.40 	188.0639953 	1
45.80 	187.9767199 	1
46.20 	187.9018210 	1
46.60 	187.8375370 	1
47.00 	187.7823397 	1
47.40 	187.7349154 	1
47.80 	187.6941420 	1
48.20 	187.6590648 	1
48.60 	187.6288726 	1
49.00 	187.6028770 	1
49.40 	187.5804928 	1
49.80 	187.5612226 	1
50.20 	187.5446423 	1
50.60 	187.5303900 	1
51.00 	187.5181558 	1
51.40 	187.5076739 	1
51.80 	187.4987155 	1
52.20 	187.4910836 	1
52.60 	187.4846077 	1
53.00 	187.4791402 	1
53.40 	187.4745529 	1
53.80 	187.4707342 	1
54.20 	187.4675868 	1
54.60 	187.4650258 	1
55.00 	187.4629768 	1
55.40 	187.4613746 	1
55.80 	187.4601619 	1
56.20 	187.4592884 	1
56.60 	187.4587098 	1
57.00 	187.4583871 	1
57.40 	187.4582859 	1
57.80 	187.4583757 	1
58.20 	187.4586297 	1
58.60 	187.4590242 	1
59.00 	187.4595381 	1
59.40 	187.4601529 	1
59.80 	187.4608520 	1
60.20 	187.4616211 	1
60.60 	187.4624470 	1
61.00 	187.4633184 	1
61.40 	187.4642252 	1
61.80 	187.4651584 	1
62.20 	187.4661100 	1
62.60 	187.4670729 	1
63.00 	187.4680409 	1
63.40 	187.4690084 	1
63.80 	187.4699704 	1
64.20 	187.4709226 	1
64.60 	187.4718609 	1
65.00 	187.4727818 	1
65.40 	187.4736820 	1
65.80 	187.4745587 	1
66.20 	187.4754090 	1
66.60 	187.4762305 	1
67.00 	187.4770207 	1
67.40 	187.4777773 	1
67.80 	187.4784979 	1
68.20 	187.4791801 	1
68.60 	187.4798215 	1
69.00 	187.4804193 	1
69.40 	187.4809707 	1
69.80 	187.4814723 	1
70.20 	187.4819203 	1
70.60 	187.4823103 	1
71.00 	187.4826369 	1
71.40 	187.4828938 	1
71.80 	187.4830731 	1
72.20 	187.4831652 	1
72.60 	187.4831577 	1
73.00 	187.4830351 	1
73.40 	187.4827771 	1
73.80 	187.4823570 	1
74.20 	187.4817388 	1
74.60 	187.4808730 	1
75.00 	187.4796899 	1
